Time_id,Date,Day,Month,Year
873,2013-05-07,7,May,2013
874,2015-05-07,7,May,2015
875,2013-05-01,1,May,2013
876,2015-05-01,1,May,2015
877,2013-05-21,21,May,2013
878,2015-05-21,21,May,2015
879,2012-05-08,8,May,2012
880,2011-05-08,8,May,2011
881,2013-05-08,8,May,2013
882,2015-05-08,8,May,2015
883,2012-06-12,12,June,2012
884,2011-06-12,12,June,2011
885,2012-06-23,23,June,2012
886,2011-06-23,23,June,2011
887,2013-06-13,13,June,2013
888,2015-06-13,13,June,2015
889,2013-06-05,5,June,2013
890,2015-06-05,5,June,2015
891,2013-06-02,2,June,2013
892,2015-06-02,2,June,2015
893,2012-06-26,26,June,2012
894,2011-06-26,26,June,2011
895,2013-02-13,13,February,2013
896,2015-02-13,13,February,2015
897,2012-08-27,27,August,2012
898,2011-08-27,27,August,2011
899,2012-01-17,17,January,2012
900,2011-01-17,17,January,2011
901,2012-01-29,29,January,2012
902,2011-01-29,29,January,2011
903,2012-07-31,31,July,2012
904,2011-07-31,31,July,2011
905,2012-08-07,7,August,2012
906,2011-08-07,7,August,2011
907,2013-01-03,3,January,2013
908,2015-01-03,3,January,2015
909,2012-01-15,15,January,2012
910,2011-01-15,15,January,2011
911,2012-01-01,1,January,2012
912,2011-01-01,1,January,2011
913,2013-02-08,8,February,2013
914,2015-02-08,8,February,2015
915,2013-02-18,18,February,2013
916,2015-02-18,18,February,2015
917,2012-01-21,21,January,2012
918,2011-01-21,21,January,2011
919,2012-01-31,31,January,2012
920,2011-01-31,31,January,2011
921,2012-08-24,24,August,2012
922,2011-08-24,24,August,2011
923,2012-09-13,13,September,2012
924,2011-09-13,13,September,2011
925,2012-09-18,18,September,2012
926,2011-09-18,18,September,2011
927,2013-01-02,2,January,2013
928,2015-01-02,2,January,2015
929,2013-01-26,26,January,2013
930,2015-01-26,26,January,2015
931,2013-04-24,24,April,2013
932,2015-04-24,24,April,2015
933,2013-06-08,8,June,2013
934,2015-06-08,8,June,2015
935,2012-07-05,5,July,2012
936,2011-07-05,5,July,2011
937,2012-08-14,14,August,2012
938,2011-08-14,14,August,2011
939,2012-09-29,29,September,2012
940,2011-09-29,29,September,2011
941,2013-02-24,24,February,2013
942,2015-02-24,24,February,2015
943,2013-04-08,8,April,2013
944,2015-04-08,8,April,2015
945,2012-09-26,26,September,2012
946,2011-09-26,26,September,2011
947,2013-06-15,15,June,2013
948,2015-06-15,15,June,2015
949,2013-06-12,12,June,2013
950,2015-06-12,12,June,2015
951,2013-06-18,18,June,2013
952,2015-06-18,18,June,2015
953,2013-06-24,24,June,2013
954,2015-06-24,24,June,2015
955,2013-02-06,6,February,2013
956,2015-02-06,6,February,2015
957,2012-09-12,12,September,2012
958,2011-09-12,12,September,2011
959,2012-09-09,9,September,2012
960,2011-09-09,9,September,2011
961,2012-11-14,14,November,2012
962,2011-11-14,14,November,2011
963,2013-06-14,14,June,2013
964,2015-06-14,14,June,2015
965,2012-08-09,9,August,2012
966,2011-08-09,9,August,2011
967,2013-06-29,29,June,2013
968,2015-06-29,29,June,2015
969,2013-05-24,24,May,2013
970,2015-05-24,24,May,2015
971,2012-10-06,6,October,2012
972,2011-10-06,6,October,2011
973,2013-05-09,9,May,2013
974,2015-05-09,9,May,2015
975,2012-03-08,8,March,2012
976,2011-03-08,8,March,2011
977,2012-12-11,11,December,2012
978,2011-12-11,11,December,2011
979,2013-02-09,9,February,2013
980,2015-02-09,9,February,2015
981,2012-01-08,8,January,2012
982,2011-01-08,8,January,2011
983,2012-03-07,7,March,2012
984,2011-03-07,7,March,2011
985,2012-09-15,15,September,2012
986,2011-09-15,15,September,2011
987,2013-01-17,17,January,2013
988,2015-01-17,17,January,2015
989,2013-03-25,25,March,2013
990,2015-03-25,25,March,2015
991,2013-03-28,28,March,2013
992,2015-03-28,28,March,2015
993,2013-05-14,14,May,2013
994,2015-05-14,14,May,2015
995,2012-02-05,5,February,2012
996,2011-02-05,5,February,2011
997,2013-01-09,9,January,2013
998,2015-01-09,9,January,2015
999,2013-02-17,17,February,2013
1000,2015-02-17,17,February,2015
1001,2013-02-19,19,February,2013
1002,2015-02-19,19,February,2015
1003,2013-02-21,21,February,2013
1004,2015-02-21,21,February,2015
1005,2013-05-20,20,May,2013
1006,2015-05-20,20,May,2015
1007,2012-12-23,23,December,2012
1008,2011-12-23,23,December,2011
1009,2012-05-13,13,May,2012
1010,2011-05-13,13,May,2011
1011,2012-05-23,23,May,2012
1012,2011-05-23,23,May,2011
1013,2012-05-24,24,May,2012
1014,2011-05-24,24,May,2011
1015,2012-12-14,14,December,2012
1016,2011-12-14,14,December,2011
1017,2012-01-14,14,January,2012
1018,2011-01-14,14,January,2011
1019,2012-01-28,28,January,2012
1020,2011-01-28,28,January,2011
1021,2012-03-13,13,March,2012
1022,2011-03-13,13,March,2011
1023,2012-04-20,20,April,2012
1024,2011-04-20,20,April,2011
1025,2012-10-02,2,October,2012
1026,2011-10-02,2,October,2011
1027,2013-03-12,12,March,2013
1028,2015-03-12,12,March,2015
1029,2012-03-20,20,March,2012
1030,2011-03-20,20,March,2011
1031,2012-10-18,18,October,2012
1032,2011-10-18,18,October,2011
1033,2013-01-05,5,January,2013
1034,2015-01-05,5,January,2015
1035,2013-05-22,22,May,2013
1036,2015-05-22,22,May,2015
1037,2012-04-29,29,April,2012
1038,2011-04-29,29,April,2011
1039,2012-05-19,19,May,2012
1040,2011-05-19,19,May,2011
1041,2012-10-07,7,October,2012
1042,2011-10-07,7,October,2011
1043,2012-10-29,29,October,2012
1044,2011-10-29,29,October,2011
1045,2012-12-13,13,December,2012
1046,2011-12-13,13,December,2011
1047,2012-04-04,4,April,2012
1048,2011-04-04,4,April,2011
1049,2012-10-19,19,October,2012
1050,2011-10-19,19,October,2011
1051,2012-04-03,3,April,2012
1052,2011-04-03,3,April,2011
1053,2013-01-08,8,January,2013
1054,2015-01-08,8,January,2015
1055,2013-05-28,28,May,2013
1056,2015-05-28,28,May,2015
1057,2012-04-07,7,April,2012
1058,2011-04-07,7,April,2011
1059,2012-06-05,5,June,2012
1060,2011-06-05,5,June,2011
1061,2013-05-05,5,May,2013
1062,2015-05-05,5,May,2015
1063,2013-06-23,23,June,2013
1064,2015-06-23,23,June,2015
1065,2013-04-09,9,April,2013
1066,2015-04-09,9,April,2015
1067,2012-11-28,28,November,2012
1068,2011-11-28,28,November,2011
1069,2012-04-21,21,April,2012
1070,2011-04-21,21,April,2011
1071,2012-05-20,20,May,2012
1072,2011-05-20,20,May,2011
1073,2012-06-09,9,June,2012
1074,2011-06-09,9,June,2011
1075,2012-05-16,16,May,2012
1076,2011-05-16,16,May,2011
1077,2012-12-12,12,December,2012
1078,2011-12-12,12,December,2011
1079,2012-12-31,31,December,2012
1080,2011-12-31,31,December,2011
1081,2012-05-07,7,May,2012
1082,2011-05-07,7,May,2011
1083,2013-02-10,10,February,2013
1084,2015-02-10,10,February,2015
1085,2013-03-08,8,March,2013
1086,2015-03-08,8,March,2015
1087,2012-06-03,3,June,2012
1088,2011-06-03,3,June,2011
1089,2012-06-11,11,June,2012
1090,2011-06-11,11,June,2011
1091,2012-06-10,10,June,2012
1092,2011-06-10,10,June,2011
1093,2012-06-29,29,June,2012
1094,2011-06-29,29,June,2011
1095,2012-10-21,21,October,2012
1096,2011-10-21,21,October,2011
1097,2012-01-22,22,January,2012
1098,2011-01-22,22,January,2011
1099,2012-08-13,13,August,2012
1100,2011-08-13,13,August,2011
1101,2013-06-19,19,June,2013
1102,2015-06-19,19,June,2015
1103,2012-11-02,2,November,2012
1104,2011-11-02,2,November,2011
1105,2012-11-26,26,November,2012
1106,2011-11-26,26,November,2011
1107,2012-04-05,5,April,2012
1108,2011-04-05,5,April,2011
1109,2012-11-09,9,November,2012
1110,2011-11-09,9,November,2011
1111,2012-04-22,22,April,2012
1112,2011-04-22,22,April,2011
1113,2013-01-14,14,January,2013
1114,2015-01-14,14,January,2015
1115,2012-09-16,16,September,2012
1116,2011-09-16,16,September,2011
1117,2012-12-24,24,December,2012
1118,2011-12-24,24,December,2011
1119,2012-03-29,29,March,2012
1120,2011-03-29,29,March,2011
1121,2012-12-22,22,December,2012
1122,2011-12-22,22,December,2011
1123,2012-12-05,5,December,2012
1124,2011-12-05,5,December,2011
1125,2012-06-18,18,June,2012
1126,2011-06-18,18,June,2011
1127,2012-06-07,7,June,2012
1128,2011-06-07,7,June,2011
1129,2012-06-27,27,June,2012
1130,2011-06-27,27,June,2011
1131,2013-02-12,12,February,2013
1132,2015-02-12,12,February,2015
1133,2012-12-18,18,December,2012
1134,2011-12-18,18,December,2011
1135,2012-01-03,3,January,2012
1136,2011-01-03,3,January,2011
1137,2012-10-04,4,October,2012
1138,2011-10-04,4,October,2011
1139,2012-10-13,13,October,2012
1140,2011-10-13,13,October,2011
1141,2013-01-16,16,January,2013
1142,2015-01-16,16,January,2015
1143,2013-01-24,24,January,2013
1144,2015-01-24,24,January,2015
1145,2012-11-21,21,November,2012
1146,2011-11-21,21,November,2011
1147,2013-02-22,22,February,2013
1148,2015-02-22,22,February,2015
1149,2012-11-10,10,November,2012
1150,2011-11-10,10,November,2011
1151,2013-03-02,2,March,2013
1152,2015-03-02,2,March,2015
1153,2012-02-13,13,February,2012
1154,2011-02-13,13,February,2011
1155,2012-12-29,29,December,2012
1156,2011-12-29,29,December,2011
1157,2012-07-16,16,July,2012
1158,2011-07-16,16,July,2011
1159,2012-07-26,26,July,2012
1160,2011-07-26,26,July,2011
1161,2013-04-12,12,April,2013
1162,2015-04-12,12,April,2015
1163,2012-07-06,6,July,2012
1164,2011-07-06,6,July,2011
1165,2012-07-09,9,July,2012
1166,2011-07-09,9,July,2011
1167,2012-01-16,16,January,2012
1168,2011-01-16,16,January,2011
1169,2013-05-27,27,May,2013
1170,2015-05-27,27,May,2015
1171,2013-06-28,28,June,2013
1172,2015-06-28,28,June,2015
1173,2012-03-11,11,March,2012
1174,2011-03-11,11,March,2011
1175,2012-12-26,26,December,2012
1176,2011-12-26,26,December,2011
1177,2012-12-30,30,December,2012
1178,2011-12-30,30,December,2011
1179,2013-04-14,14,April,2013
1180,2015-04-14,14,April,2015
1181,2013-02-03,3,February,2013
1182,2015-02-03,3,February,2015
1183,2013-04-11,11,April,2013
1184,2015-04-11,11,April,2015
1185,2012-04-12,12,April,2012
1186,2011-04-12,12,April,2011
1187,2012-07-03,3,July,2012
1188,2011-07-03,3,July,2011
1189,2013-02-16,16,February,2013
1190,2015-02-16,16,February,2015
1191,2012-06-04,4,June,2012
1192,2011-06-04,4,June,2011
1193,2013-01-07,7,January,2013
1194,2015-01-07,7,January,2015
1195,2013-03-07,7,March,2013
1196,2015-03-07,7,March,2015
1197,2013-03-18,18,March,2013
1198,2015-03-18,18,March,2015
1199,2013-03-22,22,March,2013
1200,2015-03-22,22,March,2015
1201,2013-03-17,17,March,2013
1202,2015-03-17,17,March,2015
1203,2013-04-01,1,April,2013
1204,2015-04-01,1,April,2015
1205,2012-11-11,11,November,2012
1206,2011-11-11,11,November,2011
1207,2012-02-08,8,February,2012
1208,2011-02-08,8,February,2011
1209,2012-08-06,6,August,2012
1210,2011-08-06,6,August,2011
1211,2013-01-11,11,January,2013
1212,2015-01-11,11,January,2015
1213,2013-04-04,4,April,2013
1214,2015-04-04,4,April,2015
1215,2012-07-01,1,July,2012
1216,2011-07-01,1,July,2011
1217,2012-06-08,8,June,2012
1218,2011-06-08,8,June,2011
1219,2012-07-07,7,July,2012
1220,2011-07-07,7,July,2011
1221,2012-08-18,18,August,2012
1222,2011-08-18,18,August,2011
1223,2012-12-08,8,December,2012
1224,2011-12-08,8,December,2011
1225,2012-08-30,30,August,2012
1226,2011-08-30,30,August,2011
1227,2012-08-10,10,August,2012
1228,2011-08-10,10,August,2011
1229,2012-08-31,31,August,2012
1230,2011-08-31,31,August,2011
1231,2013-01-21,21,January,2013
1232,2015-01-21,21,January,2015
1233,2012-06-20,20,June,2012
1234,2011-06-20,20,June,2011
1235,2012-08-01,1,August,2012
1236,2011-08-01,1,August,2011
1237,2012-08-22,22,August,2012
1238,2011-08-22,22,August,2011
1239,2013-04-15,15,April,2013
1240,2015-04-15,15,April,2015
1241,2012-07-14,14,July,2012
1242,2011-07-14,14,July,2011
1243,2013-04-18,18,April,2013
1244,2015-04-18,18,April,2015
1245,2012-02-22,22,February,2012
1246,2011-02-22,22,February,2011
1247,2012-08-04,4,August,2012
1248,2011-08-04,4,August,2011
1249,2012-07-13,13,July,2012
1250,2011-07-13,13,July,2011
1251,2012-08-26,26,August,2012
1252,2011-08-26,26,August,2011
1253,2013-02-15,15,February,2013
1254,2015-02-15,15,February,2015
1255,2012-08-21,21,August,2012
1256,2011-08-21,21,August,2011
1257,2012-01-11,11,January,2012
1258,2011-01-11,11,January,2011
1259,2012-08-29,29,August,2012
1260,2011-08-29,29,August,2011
1261,2012-09-24,24,September,2012
1262,2011-09-24,24,September,2011
1263,2013-01-22,22,January,2013
1264,2015-01-22,22,January,2015
1265,2013-03-04,4,March,2013
1266,2015-03-04,4,March,2015
1267,2013-04-26,26,April,2013
1268,2015-04-26,26,April,2015
1269,2013-06-11,11,June,2013
1270,2015-06-11,11,June,2015
1271,2012-07-12,12,July,2012
1272,2011-07-12,12,July,2011
1273,2012-09-03,3,September,2012
1274,2011-09-03,3,September,2011
1275,2012-10-20,20,October,2012
1276,2011-10-20,20,October,2011
1277,2012-10-30,30,October,2012
1278,2011-10-30,30,October,2011
1279,2013-04-07,7,April,2013
1280,2015-04-07,7,April,2015
1281,2012-10-01,1,October,2012
1282,2011-10-01,1,October,2011
1283,2012-07-30,30,July,2012
1284,2011-07-30,30,July,2011
1285,2013-04-13,13,April,2013
1286,2015-04-13,13,April,2015
1287,2013-05-31,31,May,2013
1288,2015-05-31,31,May,2015
1289,2013-05-13,13,May,2013
1290,2015-05-13,13,May,2015
1291,2013-05-23,23,May,2013
1292,2015-05-23,23,May,2015
1293,2012-08-19,19,August,2012
1294,2011-08-19,19,August,2011
1295,2013-05-19,19,May,2013
1296,2015-05-19,19,May,2015
1297,2013-06-27,27,June,2013
1298,2015-06-27,27,June,2015
1299,2013-03-05,5,March,2013
1300,2015-03-05,5,March,2015
1301,2012-09-08,8,September,2012
1302,2011-09-08,8,September,2011
1303,2012-09-11,11,September,2012
1304,2011-09-11,11,September,2011
1305,2013-04-05,5,April,2013
1306,2015-04-05,5,April,2015
1307,2012-07-08,8,July,2012
1308,2011-07-08,8,July,2011
1309,2012-07-21,21,July,2012
1310,2011-07-21,21,July,2011
1311,2012-03-24,24,March,2012
1312,2011-03-24,24,March,2011
1313,2012-03-25,25,March,2012
1314,2011-03-25,25,March,2011
1315,2012-03-17,17,March,2012
1316,2011-03-17,17,March,2011
1317,2012-03-01,1,March,2012
1318,2011-03-01,1,March,2011
1319,2012-10-11,11,October,2012
1320,2011-10-11,11,October,2011
1321,2012-03-22,22,March,2012
1322,2011-03-22,22,March,2011
1323,2012-10-25,25,October,2012
1324,2011-10-25,25,October,2011
1325,2013-06-20,20,June,2013
1326,2015-06-20,20,June,2015
1327,2012-10-03,3,October,2012
1328,2011-10-03,3,October,2011
1329,2013-06-06,6,June,2013
1330,2015-06-06,6,June,2015
1331,2013-05-12,12,May,2013
1332,2015-05-12,12,May,2015
1333,2012-04-23,23,April,2012
1334,2011-04-23,23,April,2011
1335,2012-10-10,10,October,2012
1336,2011-10-10,10,October,2011
1337,2012-10-24,24,October,2012
1338,2011-10-24,24,October,2011
1339,2012-11-20,20,November,2012
1340,2011-11-20,20,November,2011
1341,2013-03-30,30,March,2013
1342,2015-03-30,30,March,2015
1343,2012-05-06,6,May,2012
1344,2011-05-06,6,May,2011
1345,2013-02-01,1,February,2013
1346,2015-02-01,1,February,2015
1347,2013-03-01,1,March,2013
1348,2015-03-01,1,March,2015
1349,2012-12-06,6,December,2012
1350,2011-12-06,6,December,2011
1351,2012-12-10,10,December,2012
1352,2011-12-10,10,December,2011
1353,2012-12-16,16,December,2012
1354,2011-12-16,16,December,2011
1355,2012-10-16,16,October,2012
1356,2011-10-16,16,October,2011
1357,2013-01-31,31,January,2013
1358,2015-01-31,31,January,2015
1359,2012-11-16,16,November,2012
1360,2011-11-16,16,November,2011
1361,2013-06-10,10,June,2013
1362,2015-06-10,10,June,2015
1363,2012-06-06,6,June,2012
1364,2011-06-06,6,June,2011
1365,2013-06-09,9,June,2013
1366,2015-06-09,9,June,2015
1367,2012-08-17,17,August,2012
1368,2011-08-17,17,August,2011
1369,2013-04-28,28,April,2013
1370,2015-04-28,28,April,2015
1371,2012-05-17,17,May,2012
1372,2011-05-17,17,May,2011
1373,2013-03-11,11,March,2013
1374,2015-03-11,11,March,2015
1375,2013-03-19,19,March,2013
1376,2015-03-19,19,March,2015
1377,2013-03-16,16,March,2013
1378,2015-03-16,16,March,2015
1379,2013-01-12,12,January,2013
1380,2015-01-12,12,January,2015
1381,2013-04-27,27,April,2013
1382,2015-04-27,27,April,2015
1383,2013-01-23,23,January,2013
1384,2015-01-23,23,January,2015
1385,2012-01-27,27,January,2012
1386,2011-01-27,27,January,2011
1387,2012-09-14,14,September,2012
1388,2011-09-14,14,September,2011
1389,2013-03-27,27,March,2013
1390,2015-03-27,27,March,2015
1391,2013-01-20,20,January,2013
1392,2015-01-20,20,January,2015
1393,2013-01-30,30,January,2013
1394,2015-01-30,30,January,2015
1395,2012-08-05,5,August,2012
1396,2011-08-05,5,August,2011
1397,2012-12-21,21,December,2012
1398,2011-12-21,21,December,2011
1399,2012-12-03,3,December,2012
1400,2011-12-03,3,December,2011
1401,2013-06-22,22,June,2013
1402,2015-06-22,22,June,2015
1403,2013-06-26,26,June,2013
1404,2015-06-26,26,June,2015
1405,2013-05-04,4,May,2013
1406,2015-05-04,4,May,2015
1407,2012-05-05,5,May,2012
1408,2011-05-05,5,May,2011
1409,2013-05-06,6,May,2013
1410,2015-05-06,6,May,2015
1411,2013-06-04,4,June,2013
1412,2015-06-04,4,June,2015
1413,2012-09-20,20,September,2012
1414,2011-09-20,20,September,2011
1415,2013-05-26,26,May,2013
1416,2015-05-26,26,May,2015
1417,2013-02-05,5,February,2013
1418,2015-02-05,5,February,2015
1419,2013-03-03,3,March,2013
1420,2015-03-03,3,March,2015
1421,2013-06-21,21,June,2013
1422,2015-06-21,21,June,2015
1423,2013-01-10,10,January,2013
1424,2015-01-10,10,January,2015
1425,2013-05-02,2,May,2013
1426,2015-05-02,2,May,2015
1427,2013-01-18,18,January,2013
1428,2015-01-18,18,January,2015
1429,2012-04-15,15,April,2012
1430,2011-04-15,15,April,2011
1431,2012-05-27,27,May,2012
1432,2011-05-27,27,May,2011
1433,2013-01-19,19,January,2013
1434,2015-01-19,19,January,2015
1435,2013-03-10,10,March,2013
1436,2015-03-10,10,March,2015
1437,2012-07-27,27,July,2012
1438,2011-07-27,27,July,2011
1439,2012-04-24,24,April,2012
1440,2011-04-24,24,April,2011
1441,2012-04-27,27,April,2012
1442,2011-04-27,27,April,2011
1443,2012-05-04,4,May,2012
1444,2011-05-04,4,May,2011
1445,2013-02-11,11,February,2013
1446,2015-02-11,11,February,2015
1447,2012-12-27,27,December,2012
1448,2011-12-27,27,December,2011
1449,2013-06-25,25,June,2013
1450,2015-06-25,25,June,2015
1451,2012-03-06,6,March,2012
1452,2011-03-06,6,March,2011
1453,2013-02-20,20,February,2013
1454,2015-02-20,20,February,2015
1455,2013-02-28,28,February,2013
1456,2015-02-28,28,February,2015
1457,2012-01-26,26,January,2012
1458,2011-01-26,26,January,2011
1459,2012-11-08,8,November,2012
1460,2011-11-08,8,November,2011
1461,2013-02-04,4,February,2013
1462,2015-02-04,4,February,2015
1463,2012-06-14,14,June,2012
1464,2011-06-14,14,June,2011
1465,2012-01-04,4,January,2012
1466,2011-01-04,4,January,2011
1467,2012-11-17,17,November,2012
1468,2011-11-17,17,November,2011
1469,2013-06-07,7,June,2013
1470,2015-06-07,7,June,2015
1471,2012-11-30,30,November,2012
1472,2011-11-30,30,November,2011
1473,2012-07-20,20,July,2012
1474,2011-07-20,20,July,2011
1475,2013-03-09,9,March,2013
1476,2015-03-09,9,March,2015
1477,2012-04-30,30,April,2012
1478,2011-04-30,30,April,2011
1479,2013-03-26,26,March,2013
1480,2015-03-26,26,March,2015
1481,2012-07-17,17,July,2012
1482,2011-07-17,17,July,2011
1483,2013-03-14,14,March,2013
1484,2015-03-14,14,March,2015
1485,2012-11-19,19,November,2012
1486,2011-11-19,19,November,2011
1487,2012-12-17,17,December,2012
1488,2011-12-17,17,December,2011
1489,2012-07-04,4,July,2012
1490,2011-07-04,4,July,2011
1491,2012-12-07,7,December,2012
1492,2011-12-07,7,December,2011
1493,2012-06-21,21,June,2012
1494,2011-06-21,21,June,2011
1495,2012-12-02,2,December,2012
1496,2011-12-02,2,December,2011
1497,2012-03-15,15,March,2012
1498,2011-03-15,15,March,2011
1499,2012-10-14,14,October,2012
1500,2011-10-14,14,October,2011
1501,2013-05-30,30,May,2013
1502,2015-05-30,30,May,2015
1503,2013-05-17,17,May,2013
1504,2015-05-17,17,May,2015
1505,2012-07-23,23,July,2012
1506,2011-07-23,23,July,2011
1507,2013-04-17,17,April,2013
1508,2015-04-17,17,April,2015
1509,2012-12-25,25,December,2012
1510,2011-12-25,25,December,2011
1511,2012-10-08,8,October,2012
1512,2011-10-08,8,October,2011
1513,2013-06-03,3,June,2013
1514,2015-06-03,3,June,2015
1515,2012-07-28,28,July,2012
1516,2011-07-28,28,July,2011
1517,2012-11-06,6,November,2012
1518,2011-11-06,6,November,2011
1519,2012-03-12,12,March,2012
1520,2011-03-12,12,March,2011
1521,2012-03-31,31,March,2012
1522,2011-03-31,31,March,2011
1523,2013-05-15,15,May,2013
1524,2015-05-15,15,May,2015
1525,2013-05-03,3,May,2013
1526,2015-05-03,3,May,2015
1527,2012-10-22,22,October,2012
1528,2011-10-22,22,October,2011
1529,2012-02-28,28,February,2012
1530,2011-02-28,28,February,2011
1531,2012-05-14,14,May,2012
1532,2011-05-14,14,May,2011
1533,2013-01-01,1,January,2013
1534,2015-01-01,1,January,2015
1535,2013-05-16,16,May,2013
1536,2015-05-16,16,May,2015
1537,2013-03-15,15,March,2013
1538,2015-03-15,15,March,2015
1539,2012-03-02,2,March,2012
1540,2011-03-02,2,March,2011
1541,2012-02-07,7,February,2012
1542,2011-02-07,7,February,2011
1543,2013-05-25,25,May,2013
1544,2015-05-25,25,May,2015
1545,2012-10-15,15,October,2012
1546,2011-10-15,15,October,2011
1547,2012-08-23,23,August,2012
1548,2011-08-23,23,August,2011
1549,2012-08-12,12,August,2012
1550,2011-08-12,12,August,2011
1551,2013-05-29,29,May,2013
1552,2015-05-29,29,May,2015
1553,2012-03-23,23,March,2012
1554,2011-03-23,23,March,2011
1555,2012-05-28,28,May,2012
1556,2011-05-28,28,May,2011
1557,2012-11-03,3,November,2012
1558,2011-11-03,3,November,2011
1559,2012-04-11,11,April,2012
1560,2011-04-11,11,April,2011
1561,2012-07-19,19,July,2012
1562,2011-07-19,19,July,2011
1563,2012-04-06,6,April,2012
1564,2011-04-06,6,April,2011
1565,2012-04-10,10,April,2012
1566,2011-04-10,10,April,2011
1567,2012-04-19,19,April,2012
1568,2011-04-19,19,April,2011
1569,2012-01-10,10,January,2012
1570,2011-01-10,10,January,2011
1571,2013-06-01,1,June,2013
1572,2015-06-01,1,June,2015
1573,2012-05-10,10,May,2012
1574,2011-05-10,10,May,2011
1575,2013-02-26,26,February,2013
1576,2015-02-26,26,February,2015
1577,2013-04-03,3,April,2013
1578,2015-04-03,3,April,2015
1579,2013-04-06,6,April,2013
1580,2015-04-06,6,April,2015
1581,2012-06-13,13,June,2012
1582,2011-06-13,13,June,2011
1583,2013-03-24,24,March,2013
1584,2015-03-24,24,March,2015
1585,2012-03-03,3,March,2012
1586,2011-03-03,3,March,2011
1587,2012-03-04,4,March,2012
1588,2011-03-04,4,March,2011
1589,2012-12-04,4,December,2012
1590,2011-12-04,4,December,2011
1591,2012-11-22,22,November,2012
1592,2011-11-22,22,November,2011
1593,2013-03-21,21,March,2013
1594,2015-03-21,21,March,2015
1595,2012-05-09,9,May,2012
1596,2011-05-09,9,May,2011
1597,2012-08-25,25,August,2012
1598,2011-08-25,25,August,2011
1599,2012-06-02,2,June,2012
1600,2011-06-02,2,June,2011
1601,2012-06-25,25,June,2012
1602,2011-06-25,25,June,2011
1603,2012-12-01,1,December,2012
1604,2011-12-01,1,December,2011
1605,2012-02-26,26,February,2012
1606,2011-02-26,26,February,2011
1607,2012-06-24,24,June,2012
1608,2011-06-24,24,June,2011
1609,2012-03-14,14,March,2012
1610,2011-03-14,14,March,2011
1611,2012-06-19,19,June,2012
1612,2011-06-19,19,June,2011
1613,2012-02-10,10,February,2012
1614,2011-02-10,10,February,2011
1615,2012-05-31,31,May,2012
1616,2011-05-31,31,May,2011
1617,2012-10-12,12,October,2012
1618,2011-10-12,12,October,2011
1619,2012-05-30,30,May,2012
1620,2011-05-30,30,May,2011
1621,2013-01-04,4,January,2013
1622,2015-01-04,4,January,2015
1623,2012-04-02,2,April,2012
1624,2011-04-02,2,April,2011
1625,2012-01-06,6,January,2012
1626,2011-01-06,6,January,2011
1627,2013-06-16,16,June,2013
1628,2015-06-16,16,June,2015
1629,2012-02-12,12,February,2012
1630,2011-02-12,12,February,2011
1631,2012-06-22,22,June,2012
1632,2011-06-22,22,June,2011
1633,2012-02-06,6,February,2012
1634,2011-02-06,6,February,2011
1635,2012-05-18,18,May,2012
1636,2011-05-18,18,May,2011
1637,2012-06-28,28,June,2012
1638,2011-06-28,28,June,2011
1639,2013-04-19,19,April,2013
1640,2015-04-19,19,April,2015
1641,2012-01-24,24,January,2012
1642,2011-01-24,24,January,2011
1643,2012-05-21,21,May,2012
1644,2011-05-21,21,May,2011
1645,2012-02-16,16,February,2012
1646,2011-02-16,16,February,2011
1647,2012-03-26,26,March,2012
1648,2011-03-26,26,March,2011
1649,2012-08-08,8,August,2012
1650,2011-08-08,8,August,2011
1651,2012-08-16,16,August,2012
1652,2011-08-16,16,August,2011
1653,2013-04-23,23,April,2013
1654,2015-04-23,23,April,2015
1655,2012-08-02,2,August,2012
1656,2011-08-02,2,August,2011
1657,2012-09-21,21,September,2012
1658,2011-09-21,21,September,2011
1659,2012-10-17,17,October,2012
1660,2011-10-17,17,October,2011
1661,2013-01-25,25,January,2013
1662,2015-01-25,25,January,2015
1663,2012-11-18,18,November,2012
1664,2011-11-18,18,November,2011
1665,2012-09-23,23,September,2012
1666,2011-09-23,23,September,2011
1667,2012-10-05,5,October,2012
1668,2011-10-05,5,October,2011
1669,2012-09-27,27,September,2012
1670,2011-09-27,27,September,2011
1671,2012-11-07,7,November,2012
1672,2011-11-07,7,November,2011
1673,2012-11-15,15,November,2012
1674,2011-11-15,15,November,2011
1675,2013-01-27,27,January,2013
1676,2015-01-27,27,January,2015
1677,2012-11-23,23,November,2012
1678,2011-11-23,23,November,2011
1679,2012-08-15,15,August,2012
1680,2011-08-15,15,August,2011
1681,2012-09-10,10,September,2012
1682,2011-09-10,10,September,2011
1683,2012-09-28,28,September,2012
1684,2011-09-28,28,September,2011
1685,2012-09-01,1,September,2012
1686,2011-09-01,1,September,2011
1687,2012-11-13,13,November,2012
1688,2011-11-13,13,November,2011
1689,2012-12-15,15,December,2012
1690,2011-12-15,15,December,2011
1691,2012-02-03,3,February,2012
1692,2011-02-03,3,February,2011
1693,2012-05-22,22,May,2012
1694,2011-05-22,22,May,2011
1695,2012-05-12,12,May,2012
1696,2011-05-12,12,May,2011
1697,2012-08-20,20,August,2012
1698,2011-08-20,20,August,2011
1699,2012-08-11,11,August,2012
1700,2011-08-11,11,August,2011
1701,2012-09-04,4,September,2012
1702,2011-09-04,4,September,2011
